Num_Acc,an,mois,jour,hrmn,lum,agg,int,atm,col,com,adr,gps,lat,long,dep,date,nom_mois
"2,01E+11",2010,10,19,645,1,1,1,1.0,5.0,4,,A,0.0,0.0,971,2010-10-19,octobre
"2,014E+11",2014,12,24,300,3,1,1,9.0,6.0,188,,M,0.0,0.0,690,2014-12-24,decembre
"2,012E+11",2012,10,20,5,5,2,1,1.0,3.0,55,"8, BD SAKAKINI",M,,,130,2012-10-20,octobre
"2,011E+11",2011,10,15,1115,1,1,1,1.0,5.0,405,,M,4551940.0,-1012.0,160,2011-10-15,octobre
"2,01E+11",2010,3,3,2100,4,2,1,1.0,6.0,114,GENERAL LECLERC (AVENUE,,,,910,2010-03-03,mars
"2,01E+11",2010,10,15,1740,1,2,1,1.0,6.0,73,8 R DU PROF L.R NOUGIER,,,,920,2010-10-15,octobre
"2,01E+11",2010,1,8,1810,5,2,1,1.0,6.0,136,RAPHAEL,M,4268883.0,289508.0,660,2010-01-08,janvier
"2,01E+11",2010,9,12,1005,1,2,1,1.0,7.0,109,"00, BOULEVARD DE STALING",,,,440,2010-09-12,septembre
"2,015E+11",2015,10,10,1702,1,2,2,1.0,3.0,208,R CHATEAU/PL CHATEAU,M,4799702.0,272837.0,450,2015-10-10,octobre
"2,013E+11",2013,9,3,1430,1,2,1,7.0,1.0,300,rue du g?n?ral leclerc,M,4854500.0,749000.0,670,2013-09-03,septembre
"2,011E+11",2011,8,21,415,3,1,1,1.0,1.0,180,,M,0.0,0.0,660,2011-08-21,août
"2,012E+11",2012,1,20,1600,1,2,1,1.0,2.0,55,"1, AVE DU GENERAL LECLER",M,,,130,2012-01-20,janvier
"2,015E+11",2015,4,5,1515,1,2,1,1.0,6.0,19,BEREST EUGENE,M,4839473.0,-443428.0,290,2015-04-05,avril
"2,01E+11",2010,4,19,2140,5,2,1,1.0,6.0,423,AV FRERES LUMIERES,M,4879000.0,204731.0,780,2010-04-19,avril
"2,013E+11",2013,5,2,1145,1,1,1,1.0,1.0,97,,M,4575024.0,-30094.0,160,2013-05-02,mai
"2,015E+11",2015,9,25,1620,1,2,1,1.0,3.0,454,1 PLACE DE LA REPUBLIQUE,M,4926168.0,402984.0,510,2015-09-25,septembre
"2,015E+11",2015,3,27,1300,1,2,1,1.0,1.0,33,zac de la grave,M,0.0,0.0,60,2015-03-27,mars
"2,015E+11",2015,1,23,1830,5,2,1,1.0,7.0,55,"00, BD DE PONT DE VIVAUX",,,,130,2015-01-23,janvier
"2,013E+11",2013,6,12,1740,1,1,1,1.0,2.0,69,LIMOUX -ROUTE DE-,,,,110,2013-06-12,juin
"2,01E+11",2010,5,10,730,1,2,1,2.0,6.0,184,OUEST  (BD),M,4604761.0,405056.0,420,2010-05-10,mai
"2,013E+11",2013,4,24,1915,1,2,3,1.0,3.0,147,R M.BERTHELOT/P.M CURIE,M,4793562.0,191764.0,450,2013-04-24,avril
"2,012E+11",2012,7,25,1550,1,2,1,1.0,6.0,129,BD DE L' ATLANTIQUE,M,4962880.0,-162821.0,500,2012-07-25,juillet
"2,01E+11",2010,12,17,1945,3,1,1,2.0,1.0,248,,M,0.0,0.0,370,2010-12-17,decembre
"2,015E+11",2015,6,7,1530,1,1,1,1.0,3.0,594,,M,5015976.0,286168.0,620,2015-06-07,juin
"2,013E+11",2013,4,25,1645,1,2,1,1.0,1.0,7,route de luxeuil,M,0.0,0.0,700,2013-04-25,avril
"2,01E+11",2010,5,24,1545,1,1,1,1.0,3.0,37,,M,4754360.0,41700.0,370,2010-05-24,mai
"2,015E+11",2015,5,6,1245,1,2,3,1.0,3.0,63,WITTELSHEIM ROUTE,M,4780241.0,715992.0,680,2015-05-06,mai
"2,011E+11",2011,5,28,300,3,2,2,1.0,3.0,258,56 RUE NATIONALE,M,4732380.0,130997.0,410,2011-05-28,mai
"2,01E+11",2010,10,7,1730,1,2,1,1.0,3.0,15,,A,0.0,0.0,971,2010-10-07,octobre
"2,016E+11",2016,7,23,1745,1,1,1,8.0,1.0,102,,M,4393190.0,428393.0,300,2016-07-23,juillet
"2,013E+11",2013,7,22,1658,1,2,3,1.0,6.0,238,LIBERT?/MAGENTA,M,4810750.0,-167456.0,350,2013-07-22,juillet
"2,015E+11",2015,2,5,1000,1,1,1,8.0,2.0,13,A52,M,0.0,0.0,130,2015-02-05,fevrier
"2,01E+11",2010,12,2,1445,1,1,1,1.0,7.0,550,ROCADE A 630,,,,330,2010-12-02,decembre
"2,012E+11",2012,9,5,1000,1,1,1,1.0,1.0,69,"x, NAPOLEON (ROUTE)",,,,60,2012-09-05,septembre
"2,01E+11",2010,8,24,1945,1,2,1,9.0,6.0,111,"3, RUE MORET",,,,750,2010-08-24,août
"2,01E+11",2010,6,5,1350,1,1,1,1.0,4.0,72,N118,,,,920,2010-06-05,juin
"2,016E+11",2016,12,18,2330,5,2,1,1.0,7.0,121,50 bis avenue denis s?me,M,4369743.0,732662.0,60,2016-12-18,decembre
"2,01E+11",2010,4,12,2155,5,2,1,1.0,7.0,318,"215, AVE DU DOCTEUR NANC",,,,330,2010-04-12,avril
"2,015E+11",2015,5,29,1330,1,2,8,1.0,6.0,85,667 avenue saint martin,M,0.0,0.0,60,2015-05-29,mai
"2,015E+11",2015,5,4,1835,1,2,3,1.0,1.0,483,14 RUE JOACHIM ABROUCHE,M,4338706.0,-166128.0,640,2015-05-04,mai
"2,012E+11",2012,12,11,1805,5,2,2,1.0,7.0,129,BD MENDES/PL JEAN JAURES,M,4963400.0,-162250.0,500,2012-12-11,decembre
"2,011E+11",2011,2,3,1515,1,1,1,1.0,3.0,78,D35A (ROUTE D'ARLES),,,,130,2011-02-03,fevrier
"2,011E+11",2011,8,20,1300,1,2,1,1.0,1.0,55,CR DE LA VALBARELLE A SA,,,,130,2011-08-20,août
"2,012E+11",2012,8,9,1239,1,2,1,1.0,2.0,88,"0, ST LAMBERT (JUSQU'AU",,,,60,2012-08-09,août
"2,01E+11",2010,11,27,2010,5,2,3,1.0,6.0,261,"., ARSONVAL (AVENUE ARSE",M,4735550.0,69938.0,370,2010-11-27,novembre
"2,012E+11",2012,6,28,930,1,1,1,1.0,3.0,63,"80, RUE DE LA BECHADE",,,,330,2012-06-28,juin
"2,01E+11",2010,7,25,2040,1,2,1,1.0,3.0,119,"9, AVENUE MATHURIN MOREA",,,,750,2010-07-25,juillet
"2,01E+11",2010,8,21,530,5,2,1,1.0,3.0,109,"8, CURIE ( BD JOLIOT )",,,,440,2010-08-21,août
"2,01E+11",2010,5,29,1000,1,1,9,1.0,7.0,88,,M,0.0,0.0,60,2010-05-29,mai
"2,015E+11",2015,9,9,1430,1,1,1,1.0,2.0,55,"35, ALL DE LA GRANDE BAS",M,4329834.0,543684.0,130,2015-09-09,septembre
"2,013E+11",2013,10,31,650,5,2,6,1.0,3.0,63,CRS DU MARECHAL GALLIENI,,,,330,2013-10-31,octobre
"2,011E+11",2011,6,2,1100,1,1,1,1.0,6.0,2,ETIENNE CUCCA-CD908 (AVE,,,,130,2011-06-02,juin
"2,013E+11",2013,6,27,1730,1,1,1,1.0,6.0,235,,M,4989769.0,128086.0,760,2013-06-27,juin
"2,01E+11",2010,3,16,150,5,2,1,1.0,6.0,197,"40, BEUGNET ( RUE CASIMI",,,,620,2010-03-16,mars
"2,013E+11",2013,8,2,2113,5,2,1,1.0,7.0,32,CHAMP DE FOIRE ALLEE DU,M,4383782.0,434517.0,300,2013-08-02,août
"2,015E+11",2015,9,3,954,1,2,2,1.0,6.0,261,24 AVENUE DE GRAMMONT,M,0.0,0.0,370,2015-09-03,septembre
"2,012E+11",2012,11,27,1430,1,1,1,2.0,3.0,437,,M,0.0,0.0,250,2012-11-27,novembre
"2,01E+11",2010,5,26,2205,5,1,1,3.0,6.0,275,RN346   29.300 A 34.350,,,,690,2010-05-26,mai
"2,01E+11",2010,1,5,1810,1,2,1,1.0,6.0,181,MESSIAEN OLIVIER (AV) IM,,,,720,2010-01-05,janvier
"2,01E+11",2010,8,8,1110,1,2,3,1.0,1.0,238,avenue de la ti?ge,M,0.0,0.0,90,2010-08-08,août
"2,01E+11",2010,6,21,830,1,2,3,1.0,7.0,194,"40, JEAN JAURES (RUE)",,,,860,2010-06-21,juin
"2,011E+11",2011,10,20,1230,1,2,3,1.0,6.0,4,STALINGRAD AVENUE DE,,,,130,2011-10-20,octobre
"2,013E+11",2013,9,4,1745,1,1,3,1.0,2.0,34,RD 32 VERS LAVAL,M,4808320.0,-70815.0,530,2013-09-04,septembre
"2,016E+11",2016,11,1,1145,1,1,1,1.0,7.0,76,LA TERRE DE LA PLANCHE,M,4890860.0,-153357.0,500,2016-11-01,novembre
"2,014E+11",2014,10,6,1600,1,1,1,2.0,1.0,431,LA CROIX BOUTIL,M,4916970.0,-125516.0,500,2014-10-06,octobre
"2,014E+11",2014,9,11,1715,1,1,2,1.0,3.0,49,,M,4745100.0,-16144.0,490,2014-09-11,septembre
"2,013E+11",2013,10,12,145,3,1,3,1.0,5.0,301,"0, EAUX BLANCHES (ZONE I",,,,340,2013-10-12,octobre
"2,013E+11",2013,2,21,2230,3,1,1,1.0,6.0,206,,M,4805574.0,-168092.0,350,2013-02-21,fevrier
"2,012E+11",2012,7,11,1945,1,1,1,1.0,1.0,78,,M,0.0,0.0,560,2012-07-11,juillet
"2,013E+11",2013,12,13,455,5,2,1,1.0,1.0,63,ALL DE BOUTAUT,,,,330,2013-12-13,decembre
"2,013E+11",2013,2,28,25,5,2,1,1.0,7.0,69,"3, BASSE",,,,110,2013-02-28,fevrier
"2,011E+11",2011,11,22,815,1,2,1,1.0,6.0,362,26362,M,4492530.0,489160.0,260,2011-11-22,novembre
"2,016E+11",2016,8,19,1545,1,1,6,1.0,1.0,76,,M,0.0,0.0,130,2016-08-19,août
"2,01E+11",2010,4,7,1420,1,1,1,1.0,7.0,159,O ROUTE DE VARENNE,,,,360,2010-04-07,avril
"2,015E+11",2015,4,8,1810,1,1,1,1.0,3.0,32,CLAPAS DE CORNUT CHEMIN,,,,300,2015-04-08,avril
"2,01E+11",2010,6,11,1635,1,2,1,1.0,2.0,8,"15-35, BARBUSSE (AVENUE",M,4890470.0,241985.0,930,2010-06-11,juin
"2,01E+11",2010,2,17,700,1,2,2,2.0,3.0,395,"0, DESILLES (RUE)",,,,540,2010-02-17,fevrier
"2,015E+11",2015,10,31,2230,3,1,1,1.0,6.0,218,Lespoul,M,4803992.0,-452638.0,290,2015-10-31,octobre
"2,012E+11",2012,9,17,1415,1,2,1,1.0,7.0,2,"248, ENCO DE PONT (ROUTE",M,4331900.0,547307.0,130,2012-09-17,septembre
"2,01E+11",2010,9,30,845,2,2,2,2.0,3.0,7,"15, ARISTIDE BRIAND (AVE",,,,930,2010-09-30,septembre
"2,014E+11",2014,8,31,1845,1,2,1,1.0,3.0,267,691 route d'Albertville,M,0.0,0.0,740,2014-08-31,août
"2,013E+11",2013,5,23,830,1,2,6,2.0,1.0,589,rue de la solidarite,M,0.0,0.0,600,2013-05-23,mai
"2,013E+11",2013,5,17,1545,1,1,1,1.0,2.0,546,D27,M,4857300.0,202999.0,910,2013-05-17,mai
"2,01E+11",2010,11,4,2245,3,1,1,1.0,2.0,42,,M,4758485.0,751062.0,680,2010-11-04,novembre
"2,015E+11",2015,12,3,1840,5,2,6,1.0,4.0,238,"00, CHATEAU (AVENUE FRAN",M,4811171.0,-164638.0,350,2015-12-03,decembre
"2,01E+11",2010,4,24,15,3,1,1,1.0,7.0,99,,M,0.0,0.0,840,2010-04-24,avril
"2,016E+11",2016,3,25,1715,1,1,1,1.0,4.0,198,,M,4715860.0,-151327.0,440,2016-03-25,mars
"2,015E+11",2015,6,5,2035,1,1,1,1.0,6.0,316,RD 25,M,4541214.0,428588.0,420,2015-06-05,juin
"2,013E+11",2013,8,13,1505,1,1,1,1.0,3.0,306,CD 13,,,,570,2013-08-13,août
"2,015E+11",2015,9,18,1200,1,1,1,1.0,3.0,329,,M,4532149.0,449449.0,420,2015-09-18,septembre
"2,012E+11",2012,12,13,835,1,2,3,1.0,1.0,69,"/, CHIRIS (AVENUE, IMPAS",,,,60,2012-12-13,decembre
"2,016E+11",2016,9,27,645,3,1,2,1.0,2.0,223,LES DOMAINES,M,4897370.0,-140793.0,500,2016-09-27,septembre
"2,01E+11",2010,1,21,1515,1,2,1,1.0,3.0,29,GAZAGNAIRE (RUE DU DR),,,,60,2010-01-21,janvier
"2,01E+11",2010,2,17,2055,5,2,3,2.0,3.0,119,RUE PETRUS RUBENS,,,,330,2010-02-17,fevrier
"2,01E+11",2010,4,17,2255,5,2,5,1.0,3.0,63,CRS DE LA LIBERATION,,,,330,2010-04-17,avril
"2,013E+11",2013,3,11,2130,5,2,1,4.0,1.0,138,169 Rue de Lorraine -,M,4952808.0,574635.0,540,2013-03-11,mars
"2,012E+11",2012,11,23,700,2,1,1,5.0,2.0,289,,M,0.0,0.0,690,2012-11-23,novembre
"2,013E+11",2013,7,26,1615,1,1,1,1.0,6.0,752,,M,0.0,0.0,620,2013-07-26,juillet
"2,015E+11",2015,11,28,1615,1,1,1,1.0,1.0,300,2048 RTE DE JARGEAU,M,4785049.0,206096.0,450,2015-11-28,novembre
"2,012E+11",2012,11,23,130,5,2,3,1.0,6.0,63,"43, RUE DE TAUZIA",,,,330,2012-11-23,novembre
"2,01E+11",2010,10,18,700,2,2,1,1.0,6.0,57,"31, BRIAND ( AV. ARISTID",,,,930,2010-10-18,octobre
"2,01E+11",2010,6,27,40,5,2,1,1.0,1.0,416,38 RUE DU BRETON,M,4965760.0,-169438.0,500,2010-06-27,juin
"2,012E+11",2012,8,23,1030,1,1,1,1.0,6.0,87,A26,M,0.0,0.0,510,2012-08-23,août
"2,01E+11",2010,9,7,1955,3,1,9,3.0,5.0,540,THIELLAY (LE)  RN.80,,,,710,2010-09-07,septembre
"2,01E+11",2010,7,9,1430,1,2,1,1.0,6.0,55,"55, CV DE L' ARGILE",,,,130,2010-07-09,juillet
"2,015E+11",2015,6,26,1900,1,2,1,1.0,1.0,272,route du val de gif,M,0.0,0.0,910,2015-06-26,juin
"2,013E+11",2013,9,10,1108,1,2,1,1.0,6.0,218,"2, CORIOLAN (RUE DE)",M,4843963.0,147112.0,280,2013-09-10,septembre
"2,01E+11",2010,4,1,1845,1,1,1,1.0,6.0,279,NEUVY (ROUTE DE),M,4724360.0,208526.0,180,2010-04-01,avril
"2,015E+11",2015,1,23,1300,1,2,2,1.0,6.0,606,"00, SERGENT CAIRNS (AVEN",,,,590,2015-01-23,janvier
"2,01E+11",2010,9,23,910,1,2,1,1.0,6.0,55,"51, RUE CURIOL",,,,130,2010-09-23,septembre
"2,012E+11",2012,12,31,1420,1,2,1,1.0,2.0,189,"75, CAPUCINES (RUE)",M,4382088.0,435365.0,300,2012-12-31,decembre
"2,015E+11",2015,6,27,820,1,2,1,1.0,3.0,55,"58, MAZARGUES",M,4326850.0,538875.0,130,2015-06-27,juin
"2,013E+11",2013,7,11,1315,1,1,1,1.0,2.0,49,,M,0.0,0.0,480,2013-07-11,juillet
"2,015E+11",2015,3,15,1935,4,2,3,1.0,3.0,440,"29, SEPTEMBRE (RUE DU IV",M,4322890.0,8053.0,650,2015-03-15,mars
"2,011E+11",2011,1,7,1930,3,1,1,1.0,6.0,232,,M,4740790.0,202692.0,410,2011-01-07,janvier
"2,015E+11",2015,8,30,105,5,2,2,1.0,3.0,27,JUIN BOULEVARD MARECHAL,,,,60,2015-08-30,août
"2,011E+11",2011,2,6,1745,3,1,1,1.0,1.0,171,,M,0.0,0.0,690,2011-02-06,fevrier
"2,012E+11",2012,9,21,1945,5,1,1,1.0,6.0,68,,M,0.0,0.0,830,2012-09-21,septembre
"2,013E+11",2013,2,15,1210,1,2,1,1.0,3.0,262,DOMITIUS (AVENUE),,,,110,2013-02-15,fevrier
"2,015E+11",2015,9,22,830,1,2,1,1.0,3.0,58,"route de Mauguio, D 26",M,4369712.0,396097.0,340,2015-09-22,septembre
"2,014E+11",2014,12,9,1715,3,1,1,1.0,6.0,77,,M,0.0,0.0,580,2014-12-09,decembre
"2,012E+11",2012,7,9,1845,1,2,1,1.0,6.0,3,,M,4388100.0,539800.0,840,2012-07-09,juillet
"2,015E+11",2015,4,2,1125,1,2,1,1.0,5.0,63,"319, RUE PASTEUR CAUD",M,4484720.0,-62199.0,330,2015-04-02,avril
"2,013E+11",2013,3,12,1645,1,2,1,1.0,6.0,55,"166, CHE DE NOTRE DAME D",M,4333739.0,543237.0,130,2013-03-12,mars
"2,011E+11",2011,8,13,545,2,1,1,1.0,6.0,394,,M,0.0,0.0,170,2011-08-13,août
"2,014E+11",2014,7,13,2015,1,1,1,2.0,2.0,48,,M,4615339.0,421314.0,420,2014-07-13,juillet
"2,013E+11",2013,9,26,1150,1,2,1,2.0,2.0,109,"83, RUE DES RENARDS",,,,440,2013-09-26,septembre
"2,013E+11",2013,2,23,930,1,1,1,1.0,6.0,54,,M,4561936.0,677233.0,730,2013-02-23,fevrier
"2,011E+11",2011,5,10,1045,1,2,3,1.0,6.0,485,R TUILERIE/AV GRENOBLE,M,4516930.0,569224.0,380,2011-05-10,mai
"2,015E+11",2015,3,24,1630,1,1,1,1.0,5.0,189,,M,4377100.0,593900.0,40,2015-03-24,mars
"2,015E+11",2015,11,22,1555,1,2,1,1.0,3.0,56,CALMETTE ET GUERIN AVENU,M,0.0,0.0,130,2015-11-22,novembre
"2,014E+11",2014,12,26,1745,2,1,1,1.0,1.0,9,,M,4597803.0,55656.0,160,2014-12-26,decembre
"2,014E+11",2014,9,29,2000,3,1,1,1.0,3.0,52,,M,0.0,0.0,130,2014-09-29,septembre
"2,013E+11",2013,5,21,1645,1,1,1,3.0,6.0,164,,M,0.0,0.0,470,2013-05-21,mai
"2,013E+11",2013,2,4,1630,5,2,1,1.0,6.0,173,11 RUE DE SEDAN,M,4969840.0,477420.0,80,2013-02-04,fevrier
"2,012E+11",2012,6,14,2130,2,2,1,1.0,6.0,63,AVE DES QUARANTE JOURNAU,,,,330,2012-06-14,juin
"2,011E+11",2011,8,2,1730,1,1,1,1.0,1.0,342,,M,0.0,0.0,500,2011-08-02,août
"2,01E+11",2010,3,20,1115,1,2,1,1.0,3.0,118,"51, RUE DE LA CHAPELLE",,,,750,2010-03-20,mars
"2,011E+11",2011,8,14,1545,1,1,1,2.0,6.0,87,x,M,4519900.0,432000.0,430,2011-08-14,août
"2,01E+11",2010,7,28,2215,5,2,6,1.0,6.0,141,Rd point ave Lib?ration,M,4398500.0,490800.0,840,2010-07-28,juillet
"2,01E+11",2010,4,20,1540,1,2,1,1.0,2.0,22,"0, MARECHAL DE LATTRE DE",M,4875770.0,240426.0,940,2010-04-20,avril
"2,012E+11",2012,10,24,800,1,2,1,1.0,1.0,69,"203, RENOIR (AVENUE AUGU",,,,60,2012-10-24,octobre
"2,01E+11",2010,12,22,1545,1,2,1,1.0,4.0,602,AVENUE DE NORTHEIM,M,4964390.0,-158120.0,500,2010-12-22,decembre
"2,01E+11",2010,11,18,705,2,2,1,8.0,2.0,21,PTE DE THIAIS,,,,940,2010-11-18,novembre
"2,01E+11",2010,9,16,750,1,2,2,1.0,3.0,395,"1, FABRIQUES (RUE DES)",,,,540,2010-09-16,septembre
"2,012E+11",2012,2,21,1230,1,2,1,1.0,1.0,254,PLOUVORN (ROUTE DE),M,4857515.0,-384681.0,290,2012-02-21,fevrier
"2,01E+11",2010,7,7,1945,1,2,5,1.0,3.0,70,"40, CAPITAINE-GLARNER (A",,,,930,2010-07-07,juillet
"2,011E+11",2011,8,14,1545,1,2,1,1.0,2.0,118,rue du G?n?ral De Gaulle,M,4772783.0,741697.0,680,2011-08-14,août
"2,01E+11",2010,3,6,1400,1,1,3,1.0,3.0,327,,M,4365897.0,398085.0,340,2010-03-06,mars
"2,011E+11",2011,4,2,500,3,1,1,1.0,6.0,454,ROUTE DU MESNIL,M,4943410.0,136336.0,270,2011-04-02,avril
"2,01E+11",2010,8,8,1500,1,2,1,1.0,2.0,145,grande rue / RD 14,M,4654800.0,468800.0,710,2010-08-08,août
"2,011E+11",2011,4,21,1715,1,2,1,1.0,2.0,154,ROUTE DE  VARS,M,,,160,2011-04-21,avril
"2,013E+11",2013,4,9,615,2,2,1,1.0,1.0,388,,M,0.0,0.0,670,2013-04-09,avril
"2,011E+11",2011,11,30,2030,3,1,1,1.0,3.0,56,,M,0.0,0.0,280,2011-11-30,novembre
"2,01E+11",2010,5,12,1900,1,1,2,1.0,3.0,191,Route de Dompierre,,,,850,2010-05-12,mai
"2,015E+11",2015,9,28,1711,1,2,1,1.0,4.0,7,"72, MONPLAISIR BOULEVARD",M,4748843.0,-51793.0,490,2015-09-28,septembre
"2,012E+11",2012,1,15,1615,1,1,1,1.0,1.0,97,,M,0.0,0.0,130,2012-01-15,janvier
"2,012E+11",2012,6,23,1945,1,2,2,1.0,1.0,524,avenue Jean Jaures,M,0.0,0.0,600,2012-06-23,juin
"2,013E+11",2013,2,9,25,5,2,1,1.0,7.0,129,BD DE L'ATLANTIQUE,M,4963220.0,-162379.0,500,2013-02-09,fevrier
"2,015E+11",2015,5,27,1315,1,2,1,1.0,3.0,207,"5, TONKIN RUE DU",M,4547519.0,452233.0,420,2015-05-27,mai
"2,01E+11",2010,7,22,2030,1,1,1,1.0,7.0,431,HOUCKE (AVENUE JULES),,,,590,2010-07-22,juillet
"2,012E+11",2012,5,22,615,2,1,3,1.0,3.0,184,SAINT-ANDR? DES EAUX (RO,,,,440,2012-05-22,mai
"2,012E+11",2012,9,21,1744,1,2,2,3.0,1.0,18,MAUNOURY (AVENUE DU MARE,,,,410,2012-09-21,septembre
"2,01E+11",2010,10,6,1755,1,2,6,7.0,6.0,232,LE GUENNEC LOUIS BOULEVA,M,4798029.0,-409932.0,290,2010-10-06,octobre
"2,012E+11",2012,11,7,1900,5,2,1,1.0,2.0,368,REPUBLIQUE AVENUE DE LA,,,,590,2012-11-07,novembre
"2,01E+11",2010,1,16,1030,1,1,3,1.0,2.0,650,CARNOT (RUE),,,,590,2010-01-16,janvier
"2,01E+11",2010,10,18,1430,1,2,3,1.0,2.0,31,"22, SAINT LEU (ROUTE DE)",,,,930,2010-10-18,octobre
"2,014E+11",2014,9,19,1615,1,2,1,1.0,1.0,279,rue du Chemin Neuf,M,0.0,0.0,700,2014-09-19,septembre
"2,013E+11",2013,8,23,1515,1,1,1,1.0,2.0,107,,M,0.0,0.0,130,2013-08-23,août
"2,01E+11",2010,1,4,810,2,2,2,9.0,6.0,26,MISSION MARCHAND (COTE P,,,,920,2010-01-04,janvier
"2,015E+11",2015,4,8,1805,1,2,2,1.0,3.0,602,RUE DES CHAUDIERES,M,4963750.0,-156866.0,500,2015-04-08,avril
"2,01E+11",2010,8,2,1615,1,1,1,1.0,1.0,167,,M,0.0,0.0,660,2010-08-02,août
"2,011E+11",2011,8,23,1250,1,2,3,1.0,2.0,54,DE LATTRE TASSIGNY AV MA,,,,130,2011-08-23,août
"2,01E+11",2010,11,9,1530,1,1,1,9.0,5.0,206,,M,4805000.0,-165700.0,350,2010-11-09,novembre
"2,01E+11",2010,6,3,1600,1,1,3,1.0,3.0,129,LA GARENNE,M,0.0,0.0,450,2010-06-03,juin
"2,01E+11",2010,6,12,1830,1,2,1,1.0,6.0,162,Avenue de Picot,M,0.0,0.0,330,2010-06-12,juin
"2,012E+11",2012,12,14,1350,1,2,1,1.0,6.0,29,"54, ANTIBES (RUE D')",,,,60,2012-12-14,decembre
"2,012E+11",2012,5,22,200,5,2,3,1.0,3.0,55,AVE DU CASTELLAS,M,,,130,2012-05-22,mai
"2,012E+11",2012,12,20,1845,3,1,1,3.0,1.0,116,,M,0.0,0.0,10,2012-12-20,decembre
"2,012E+11",2012,3,2,740,1,2,1,1.0,6.0,172,"sans, INDUSTRIE (RUE DE",M,4358446.0,388168.0,340,2012-03-02,mars
"2,01E+11",2010,12,31,1730,5,2,1,1.0,4.0,116,BOULEVARD PERIPHERIQUE E,,,,750,2010-12-31,decembre
"2,012E+11",2012,6,5,1855,1,2,2,2.0,3.0,19,"., SAINT NAZAIRE",M,4839700.0,-445394.0,290,2012-06-05,juin
"2,015E+11",2015,10,2,1714,1,2,1,1.0,7.0,233,AVENUE DE LA REPUBLIQUE,M,0.0,0.0,370,2015-10-02,octobre
"2,013E+11",2013,5,12,1615,1,1,1,1.0,1.0,203,,M,0.0,0.0,70,2013-05-12,mai
"2,01E+11",2010,3,26,1415,1,2,9,1.0,3.0,33,SURESNES,,,,920,2010-03-26,mars
"2,015E+11",2015,1,28,1930,5,2,1,1.0,6.0,55,"62, BD DE SAINTE MARGUER",M,4326846.0,540495.0,130,2015-01-28,janvier
"2,015E+11",2015,12,14,1430,1,2,1,1.0,2.0,300,"2, JUSTICES   RUE DU MOU",M,4617151.0,-112330.0,170,2015-12-14,decembre
"2,012E+11",2012,11,19,2012,5,2,3,1.0,3.0,300,"2, DURAND   QUAI LOUIS",,,,170,2012-11-19,novembre
"2,011E+11",2011,11,21,1950,5,1,1,1.0,7.0,366,D.613 ( LISIEUX),,,,140,2011-11-21,novembre
"2,011E+11",2011,6,7,1753,1,2,1,1.0,4.0,300,"59, DENFERT-ROCHEREAU",,,,170,2011-06-07,juin
"2,013E+11",2013,9,22,925,1,2,1,1.0,6.0,699,LOUVEL ET BRIERE (RUE),,,,140,2013-09-22,septembre
"2,013E+11",2013,5,19,1049,1,2,6,2.0,2.0,289,"1200, LYON (AVE DE) JUSQ",M,4617520.0,519967.0,10,2013-05-19,mai
"2,013E+11",2013,8,6,815,1,1,1,8.0,2.0,61,Keranflec'h,M,4825733.0,-339956.0,220,2013-08-06,août
"2,013E+11",2013,3,24,1745,1,2,2,2.0,6.0,55,"79, BD DE STRASBOURG",M,4330903.0,537840.0,130,2013-03-24,mars
"2,016E+11",2016,7,24,1145,1,1,3,1.0,3.0,49,,M,4410660.0,600437.0,40,2016-07-24,juillet
"2,011E+11",2011,3,26,1030,1,2,1,1.0,3.0,85,"SANS, FAUBOURG LA GRAPPE",,,,280,2011-03-26,mars
"2,01E+11",2010,9,24,200,5,2,1,1.0,6.0,190,D 963,M,0.0,0.0,202,2010-09-24,septembre
"2,01E+11",2010,3,21,2245,4,2,1,2.0,6.0,28,"25, FRANCE (BOULEVARD AN",M,4317640.0,561046.0,130,2010-03-21,mars
"2,01E+11",2010,9,10,35,5,2,1,1.0,2.0,137,TIRAILLEURS SENEGALAIS (,,,,830,2010-09-10,septembre
"2,013E+11",2013,10,11,2200,3,1,1,1.0,7.0,243,,M,4835570.0,-125509.0,350,2013-10-11,octobre
"2,015E+11",2015,9,7,1815,1,2,1,1.0,6.0,522,73 R. 14 JUILLET,M,4482080.0,-58732.0,330,2015-09-07,septembre
"2,011E+11",2011,10,22,1445,1,2,1,1.0,6.0,69,"152, BASSES MOULIERES (C",,,,60,2011-10-22,octobre
"2,013E+11",2013,6,17,1515,1,2,9,1.0,6.0,99,TREILLE (BOULEVARD DE LA,M,4705968.0,-90440.0,490,2013-06-17,juin
"2,013E+11",2013,9,5,1915,1,2,1,1.0,3.0,55,"154, AVE DE LA ROSE",M,4332840.0,542571.0,130,2013-09-05,septembre
"2,013E+11",2013,9,5,2115,2,2,1,1.0,2.0,69,"X, ROUQUIER (BOULEVARD E",,,,60,2013-09-05,septembre
"2,013E+11",2013,1,26,1415,1,1,1,1.0,6.0,45,,M,0.0,0.0,900,2013-01-26,janvier
"2,015E+11",2015,9,28,1540,1,2,1,1.0,4.0,55,"51, LE CHATELIER",M,4334758.0,536316.0,130,2015-09-28,septembre
"2,011E+11",2011,9,23,1640,1,2,1,1.0,3.0,55,"47, RTE D ENCO DE BOTTE",,,,130,2011-09-23,septembre
